P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12.1,P12.2,P12.3,P12.4,P12.5,P12.6,P12.7,P12.8,P12.9,P13,P14,P15,P16,P17.1,P17.2,P17.3,P17.4,P17.5,P17.6,P18,P19,P20.1,P20.2,P20.3,P20.4,P20.5,P20.6,P20.7,P21.1,P21.2,P21.3,P22.1,P22.2,P22.3,P23,P24.1,P24.2,P24.3,P24.4,P24.5,P24.6,P12.I,P17.I,P20.I,P22.I,P24.I
Mujer,Española,Entre 45 y 54 años,Educación Primaria,Carrús,Ama/o de casa,Calzado,Menos de 10 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Ninguna,NS-NC,NS-NC,NS-NC,Poca,NS-NC,Más,Ni ha disminuido ni ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,NS-NC,Sí,No,No,Sí,No,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,6,6,3,3,5
Mujer,Española,Entre 35 y 44 años,Formación Profesional,El Pla,Trabajador por cuenta ajena,Resto sector servicios,Entre 10 y 20 años cotizados,Poco responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Poca,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Igual,Ha disminuido,Sí,Empresario,Sí,Sí,Sí,No,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,7,8,1,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,15,5,6,3,5
Mujer,Española,Entre 25 y 34 años,Formación Profesional,Carrús,Trabajador por cuenta ajena,Calzado,Menos de 10 años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,NS-NC,Igual,Ha disminuido,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Nada,Sí,No,No,Sí,Sí,Sí,No,Sí,1,0,0,En desacuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,12,6,4,1,5
Hombre,Española,De 65 en adelante,Educación Primaria,Carrús,Jubilado/Pensionista,Calzado,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,Poca,Moderada o mucha,Moderada o mucha,Poca,Poca,NS-NC,Ni ha disminuido ni ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,No,No,No,Sí,No,Sí,0,0,0,En desacuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,13,6,2,1,5
Hombre,Española,Entre 45 y 54 años,Educación secundaria,Carrús,Trabajador por cuenta ajena,Resto sector servicios,31 o más años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Poca,Poca,Ninguna,NS-NC,Ninguna,NS-NC,NS-NC,NS-NC,NS-NC,Ni ha disminuido ni ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,Sí,Sí,No,Sí,No,Sí,5,0,0,De acuerdo,En desacuerdo,De acuerdo,Sí,No,No,No,No,No,No,4,4,4,2,0
Mujer,Española,De 65 en adelante,Educación Primaria,Altet,Jubilado/Pensionista,Otro,Nunca he cotizado,En general responsables,Poco responsables,Poco frecuentes: 1 persona de cada 4,Poca,Poca,NS-NC,NS-NC,Moderada o mucha,Moderada o mucha,Poca,Poca,Poca,Menos,Ni ha disminuido ni ha aumentado,Sí,NS-NC,Sí,Sí,Sí,No,No,Sí,NS-NC,No,Sí,No,Sí,Sí,Sí,No,Sí,2,1,0,De acuerdo,De acuerdo,De acuerdo,Sí,No,No,Sí,Sí,Sí,No,9,4,5,3,3
Mujer,Española,Entre 55 y 64 años,Sin estudios,Carrús,En paro,Calzado,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,NS-NC,Igual,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,Sí,No,Sí,No,Sí,Sí,Sí,0,0,0,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Sí,Sí,Sí,No,2,4,5,2,4
Hombre,Extranjera,De 65 en adelante,Educación secundaria,Carrús,Jubilado/Pensionista,Calzado,31 o más años cotizados,Poco responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,Moderada o mucha,NS-NC,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,NS-NC,Igual,Ni ha disminuido ni ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,No,Sí,Sí,NS-NC,Sí,No,No,Sí,Sí,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,11,5,4,3,5
Hombre,Española,Entre 45 y 54 años,Educación secundaria,Altabix,Trabajador por cuenta ajena,Construcción,Entre 21 y 30 años cotizados,Muy responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Moderada o mucha,Ninguna,Poca,Moderada o mucha,Poca,Moderada o mucha,Poca,Igual,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,3,2,6,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,12,6,6,2,5
Hombre,Española,Entre 55 y 64 años,Bachillerato,Carrús,Trabajador autónomo,Resto sector servicios,31 o más años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,Poca,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,NS-NC,Ha aumentado,Sí,Trabajador y empresario,Sí,No,Sí,No,No,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,2,0,2,En desacuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,14,3,6,1,5
Mujer,Extranjera,Entre 18 y 24 años,Título Universitario,Carrús,Estudiante,Estudiando,Nunca he cotizado,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Moderada o mucha,NS-NC,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,Menos,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,No,Sí,No,No,No,Lo que diga la ley,NS-NC,No,No,Sí,No,Sí,No,Sí,3,0,0,De acuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,11,2,3,2,5
Hombre,Española,Entre 25 y 34 años,Formación Profesional,El Pla,En paro,Calzado,Menos de 10 años cotizados,Poco responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Poca,NS-NC,NS-NC,NS-NC,NS-NC,Moderada o mucha,NS-NC,NS-NC,Igual,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,No,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,9,3,3,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,No,No,5,3,7,3,4
Mujer,Española,Entre 55 y 64 años,Bachillerato,Ciutat Vella,Trabajador por cuenta ajena,Resto sector servicios,Entre 21 y 30 años cotizados,Muy poco responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Moderada o mucha,NS-NC,NS-NC,Poca,NS-NC,Más,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,No,Sí,No,Sí,No,Sí,8,7,9,En desacuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,Sí,No,Sí,No,9,6,4,1,4
Mujer,Española,Entre 25 y 34 años,Título Universitario,Carrús,Trabajador por cuenta ajena,Educación,Entre 10 y 20 años cotizados,Muy responsables,Muy responsables,Poco frecuentes: 1 persona de cada 4,Poca,Moderada o mucha,NS-NC,Ninguna,Poca,Moderada o mucha,Moderada o mucha,Poca,Poca,Igual,Ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,1,3,3,En desacuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,10,6,6,1,5
Hombre,Española,De 65 en adelante,Educación Primaria,Carrús,Jubilado/Pensionista,Calzado,31 o más años cotizados,Poco responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Ninguna,Moderada o mucha,Poca,Poca,Poca,Moderada o mucha,Igual,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,5,4,0,De acuerdo,De acuerdo,De acuerdo,Sí,No,Sí,Sí,Sí,Sí,Sí,12,4,7,3,4
Hombre,Española,Entre 25 y 34 años,Título Universitario,El Pla,Estudiante,Resto sector servicios,Menos de 10 años cotizados,Poco responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Ninguna,Moderada o mucha,Poca,Poca,Moderada o mucha,Moderada o mucha,Igual,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,No,Sí,Otro,Sí,No,No,Sí,No,Sí,No,Sí,6,2,7,De acuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,13,5,3,2,5
Hombre,Española,Entre 18 y 24 años,Título Universitario,Ciutat Vella,Estudiante,Nunca ha trabajado,Menos de 10 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Ninguna,Poca,Poca,Poca,Poca,NS-NC,Poca,Ninguna,Igual,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,NS-NC,Sí,No,No,No,No,Sí,No,Sí,2,0,0,De acuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,No,No,Sí,No,7,4,2,2,3
Mujer,Española,Entre 35 y 44 años,Educación Primaria,Carrús,En paro,Calzado,Menos de 10 años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,Poca,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,Más,Ha aumentado,Sí,Empresario,Sí,No,No,No,Sí,Sí,Nada,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,1,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,No,Sí,No,9,3,7,3,4
Mujer,Española,De 65 en adelante,Educación secundaria,Ciutat Vella,Jubilado/Pensionista,Calzado,Entre 21 y 30 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,NS-NC,NS-NC,Poca,NS-NC,NS-NC,Ninguna,Ninguna,Más,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,No,No,No,Sí,No,Sí,4,5,7,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,4,4,2,3,5
Hombre,Española,De 65 en adelante,Bachillerato,Carrús,Jubilado/Pensionista,Resto sector servicios,31 o más años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Ninguna,Moderada o mucha,Ninguna,Ninguna,Ninguna,NS-NC,Más,Ni ha disminuido ni ha aumentado,Sí,A nadie (a largo plazo),Sí,Sí,Sí,No,No,Sí,Otro,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,0,1,5,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,7,4,7,2,5
Hombre,Española,Entre 18 y 24 años,Formación Profesional,Altabix,Estudiante,Hostelería-Turismo,Menos de 10 años cotizados,En general responsables,Poco responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Poca,Moderada o mucha,Poca,NS-NC,Poca,NS-NC,Más,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,Sí,No,Sí,No,Sí,No,Sí,5,3,2,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,No,Sí,Sí,No,10,4,4,3,4
Mujer,Española,Entre 18 y 24 años,Título Universitario,Altabix,Trabajador por cuenta ajena,Resto sector servicios,Menos de 10 años cotizados,Poco responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Más,Ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,No,Sí,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,1,0,0,De acuerdo,De acuerdo,De acuerdo,Quizás,Sí,Sí,Sí,Sí,Sí,Sí,17,5,3,3,5
Hombre,Española,De 65 en adelante,Educación secundaria,Carrús,Jubilado/Pensionista,Calzado,Entre 21 y 30 años cotizados,Poco responsables,En general responsables,Frecuentes: 2 personas de cada 4,Poca,Poca,Moderada o mucha,NS-NC,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,Sí,NS-NC,Sí,Sí,Sí,No,Sí,Sí,NS-NC,No,No,No,No,Sí,Sí,No,Sí,6,6,2,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,12,5,3,3,5
Hombre,Española,Entre 25 y 34 años,Título Universitario,Carrús,Trabajador por cuenta ajena,Resto sector servicios,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Muy poco frecuentes o irrelevante: menos de 1 persona de cada 4,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Igual,Ni ha disminuido ni ha aumentado,Sí,Trabajador,No,No,Sí,No,No,No,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,9,5,9,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,0,1,6,3,5
Mujer,Española,De 65 en adelante,Sin estudios,Carrús,Ama/o de casa,Amo/a de casa,Nunca he cotizado,En general responsables,Poco responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,NS-NC,Ninguna,NS-NC,Poca,NS-NC,NS-NC,Poca,Más,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,No,Otro,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,3,1,7,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,6,3,6,3,5
Mujer,Española,Entre 45 y 54 años,Educación secundaria,El Pla,En paro,Resto sector servicios,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,NS-NC,NS-NC,NS-NC,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,NS-NC,Ha aumentado,Sí,NS-NC,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,6,4,3,3,5
Hombre,Española,De 65 en adelante,Formación Profesional,Altabix,Trabajador por cuenta ajena,Otro,31 o más años cotizados,En general responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Poca,Ninguna,Poca,Poca,Moderada o mucha,Ninguna,Ninguna,Más,Ha aumentado,No,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,NS-NC,Sí,No,Sí,Sí,No,Sí,No,Sí,4,4,2,De acuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,No,Sí,No,Sí,8,6,4,2,3
Hombre,Española,Entre 25 y 34 años,Título Universitario,Ciutat Vella,En paro,Resto sector servicios,Menos de 10 años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Más,Ha aumentado,Sí,Trabajador,Sí,Sí,Sí,No,Sí,Sí,Otro,Sí,No,No,Sí,No,Sí,No,Sí,7,7,7,En desacuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,16,5,3,1,5
Mujer,Española,Entre 45 y 54 años,Título Universitario,Carrús,Trabajador por cuenta ajena,Educación,Entre 21 y 30 años cotizados,Muy poco responsables,Muy poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Más,Ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,No,No,Sí,Nada,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,8,8,8,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,18,4,7,3,5
Mujer,Española,Entre 55 y 64 años,Educación Primaria,Carrús,Ama/o de casa,Calzado,Menos de 10 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,NS-NC,Poca,NS-NC,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,Más,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,7,7,6,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Sí,Sí,Sí,No,11,6,3,3,4
Hombre,Española,De 65 en adelante,Sin estudios,Ciutat Vella,Jubilado/Pensionista,Construcción,31 o más años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,Moderada o mucha,NS-NC,Moderada o mucha,Moderada o mucha,NS-NC,Poca,NS-NC,Más,Ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,No,No,Sí,NS-NC,Sí,No,No,Sí,No,Sí,No,Sí,0,0,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,9,4,3,3,5
Hombre,Española,Entre 55 y 64 años,Formación Profesional,Altabix,En paro,Construcción,Entre 10 y 20 años cotizados,En general responsables,Muy poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,Sí,Trabajador y empresario,Sí,Sí,Sí,Sí,Sí,Sí,Otro,Sí,No,No,Sí,No,Sí,No,Sí,9,6,7,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,No,Sí,16,6,3,2,4
Mujer,Española,Entre 55 y 64 años,Bachillerato,Carrús,En paro,Resto sector servicios,Entre 10 y 20 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,NS-NC,Ha disminuido,Sí,Empresario,Sí,Sí,Sí,Sí,No,No,NS-NC,Sí,No,Sí,Sí,No,Sí,No,Sí,5,3,8,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,16,4,4,3,5
Hombre,Española,Entre 18 y 24 años,Educación secundaria,Carrús,En paro,Resto sector servicios,Menos de 10 años cotizados,Poco responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,NS-NC,Moderada o mucha,Moderada o mucha,NS-NC,Moderada o mucha,NS-NC,Moderada o mucha,Más,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,5,0,1,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,12,6,7,3,5
Hombre,Española,Entre 35 y 44 años,Educación Primaria,Ciutat Vella,Trabajador por cuenta ajena,Construcción,Menos de 10 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Poca,Poca,Ninguna,Moderada o mucha,Poca,Moderada o mucha,Ninguna,Ninguna,Más,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,6,6,2,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,9,4,3,2,5
Mujer,Española,Entre 55 y 64 años,Educación secundaria,Campo Elche,Ama/o de casa,Calzado,Nunca he cotizado,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Poca,Poca,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,NS-NC,Ha disminuido,Sí,NS-NC,Sí,Sí,Sí,No,No,Sí,Otro,Sí,No,Sí,Sí,No,Sí,No,Sí,5,4,0,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Sí,Sí,Sí,Sí,15,4,4,3,4
Mujer,Española,De 65 en adelante,Educación Primaria,Carrús,Jubilado/Pensionista,Resto sector servicios,Entre 21 y 30 años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Más,Ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,8,7,9,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,No,Sí,Sí,No,17,6,7,2,4
Hombre,Española,Entre 18 y 24 años,Educación secundaria,Altabix,Trabajador por cuenta ajena,Calzado,Menos de 10 años cotizados,En general responsables,En general responsables,Frecuentes: 2 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Más,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,Sí,Sí,Sí,Lo que diga la ley,Sí,No,No,Sí,No,Sí,No,Sí,8,6,7,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,17,6,3,3,5
Mujer,Española,De 65 en adelante,Educación Primaria,Altabix,En paro,Resto sector servicios,Menos de 10 años cotizados,Muy poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,NS-NC,NS-NC,Moderada o mucha,NS-NC,NS-NC,NS-NC,NS-NC,Igual,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,No,No,No,No,Sí,No,Sí,2,0,0,En desacuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,No,No,Sí,No,4,4,2,1,3
Mujer,Española,Entre 55 y 64 años,Educación Primaria,Ciutat Vella,Trabajador por cuenta ajena,Resto sector servicios,Entre 21 y 30 años cotizados,Muy poco responsables,Muy poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,NS-NC,Moderada o mucha,Ninguna,Poca,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Igual,Ni ha disminuido ni ha aumentado,Sí,Trabajador,Sí,Sí,Sí,No,No,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,7,6,3,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,12,4,7,3,5
Hombre,Española,De 65 en adelante,Educación Primaria,Altabix,Jubilado/Pensionista,Calzado,31 o más años cotizados,En general responsables,En general responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Poca,Poca,Ninguna,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Moderada o mucha,Más,Ha disminuido,Sí,Empresario,Sí,Sí,Sí,No,Sí,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,9,8,4,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,13,5,7,3,5
Mujer,Española,Entre 55 y 64 años,Sin estudios,Ciutat Vella,En paro,Amo/a de casa,Nunca he cotizado,En general responsables,En general responsables,Poco frecuentes: 1 persona de cada 4,Moderada o mucha,NS-NC,Poca,NS-NC,NS-NC,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,Menos,Ha aumentado,Sí,Otro,Sí,Sí,Sí,No,No,Sí,NS-NC,NS-NC,Sí,Sí,No,Sí,Sí,No,No,0,0,0,De acuerdo,De acuerdo,En desacuerdo,Sí,Sí,Sí,Sí,Sí,Sí,No,7,4,4,2,5
Mujer,Española,Entre 55 y 64 años,Bachillerato,Carrús,Trabajador por cuenta ajena,Hostelería-Turismo,Menos de 10 años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,NS-NC,NS-NC,NS-NC,NS-NC,Moderada o mucha,Poca,Moderada o mucha,NS-NC,Ha aumentado,Sí,A nadie (a largo plazo),Sí,No,Sí,No,No,Sí,Lo que diga la ley,Sí,Sí,Sí,Sí,No,Sí,No,Sí,7,5,2,De acuerdo,De acuerdo,De acuerdo,Sí,No,No,Sí,Sí,Sí,No,9,3,5,3,3
Mujer,Española,Entre 25 y 34 años,Título Universitario,Campo Elche,Trabajador por cuenta ajena,Sanidad,Menos de 10 años cotizados,Poco responsables,Poco responsables,Muy frecuentes: 3 o 4 personas de cada 4,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Moderada o mucha,Poca,Poca,Más,Ni ha disminuido ni ha aumentado,Sí,Empresario,Sí,Sí,Sí,No,No,Sí,Nada,No,Sí,Sí,Sí,Sí,Sí,No,Sí,1,0,0,De acuerdo,De acuerdo,De acuerdo,No,Sí,Sí,Sí,Sí,No,No,16,4,6,3,4
